"Year","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2019","20","England","Female","Main scheme applicant","All","510","185","0.361","0"
"2020","20","England","Female","Main scheme applicant","All","525","210","0.397","0"
"2021","20","England","Female","Main scheme applicant","All","600","165","0.278","0"
"2022","20","England","Female","Main scheme applicant","All","600","155","0.26","0"
"2023","20","England","Female","Main scheme applicant","All","510","195","0.382","0"
"2019","21 - 24","England","Female","Main scheme applicant","All","1200","490","0.40900000000000003","0"
"2020","21 - 24","England","Female","Main scheme applicant","All","1235","550","0.447","0"
"2021","21 - 24","England","Female","Main scheme applicant","All","1530","535","0.34900000000000003","0"
"2022","21 - 24","England","Female","Main scheme applicant","All","1285","400","0.309","0"
"2023","21 - 24","England","Female","Main scheme applicant","All","940","355","0.378","0"
"2019","25 - 29","England","Female","Main scheme applicant","All","1110","495","0.448","0"
"2020","25 - 29","England","Female","Main scheme applicant","All","1135","575","0.507","0"
"2021","25 - 29","England","Female","Main scheme applicant","All","1520","600","0.394","0"
"2022","25 - 29","England","Female","Main scheme applicant","All","1255","525","0.419","0"
"2023","25 - 29","England","Female","Main scheme applicant","All","890","395","0.444","0"
"2019","30 - 34","England","Female","Main scheme applicant","All","710","325","0.46","0"
"2020","30 - 34","England","Female","Main scheme applicant","All","830","390","0.47200000000000003","0"
"2021","30 - 34","England","Female","Main scheme applicant","All","1180","510","0.433","0"
"2022","30 - 34","England","Female","Main scheme applicant","All","1065","455","0.429","0"
"2023","30 - 34","England","Female","Main scheme applicant","All","770","360","0.466","0"
"2019","35 and over","England","Female","Main scheme applicant","All","785","325","0.41400000000000003","0"
"2020","35 and over","England","Female","Main scheme applicant","All","955","420","0.439","0"
"2021","35 and over","England","Female","Main scheme applicant","All","1235","465","0.375","0"
"2022","35 and over","England","Female","Main scheme applicant","All","1105","435","0.393","0"
"2023","35 and over","England","Female","Main scheme applicant","All","990","455","0.46","0"
"2019","17 and under","Scotland","Female","Main scheme applicant","All","10","0"," ","0"
"2020","17 and under","Scotland","Female","Main scheme applicant","All","20","5"," ","0"
"2021","17 and under","Scotland","Female","Main scheme applicant","All","15","5"," ","0"
"2022","17 and under","Scotland","Female","Main scheme applicant","All","25","5"," ","0"
"2023","17 and under","Scotland","Female","Main scheme applicant","All","10","5"," ","0"
"2019","18","Scotland","Female","Main scheme applicant","All","310","70","0.221","0"
"2020","18","Scotland","Female","Main scheme applicant","All","245","75","0.309","0"
"2021","18","Scotland","Female","Main scheme applicant","All","350","60","0.165","0"
"2022","18","Scotland","Female","Main scheme applicant","All","300","65","0.211","0"
"2023","18","Scotland","Female","Main scheme applicant","All","195","55","0.28200000000000003","0"
"2019","19","Scotland","Female","Main scheme applicant","All","95","30","0.305","0"
"2020","19","Scotland","Female","Main scheme applicant","All","85","25","0.321","0"
"2021","19","Scotland","Female","Main scheme applicant","All","115","15","0.124","0"
"2022","19","Scotland","Female","Main scheme applicant","All","100","20","0.216","0"
"2023","19","Scotland","Female","Main scheme applicant","All","95","30","0.33","0"
"2019","20","Scotland","Female","Main scheme applicant","All","50","10","0.23500000000000001","0"
"2020","20","Scotland","Female","Main scheme applicant","All","65","10","0.19","0"
"2021","20","Scotland","Female","Main scheme applicant","All","70","10","0.159","0"
"2022","20","Scotland","Female","Main scheme applicant","All","70","15","0.246","0"
"2023","20","Scotland","Female","Main scheme applicant","All","45","10"," ","0"
"2019","21 - 24","Scotland","Female","Main scheme applicant","All","155","40","0.252","0"
"2020","21 - 24","Scotland","Female","Main scheme applicant","All","200","45","0.225","0"
"2021","21 - 24","Scotland","Female","Main scheme applicant","All","210","40","0.183","0"
"2022","21 - 24","Scotland","Female","Main scheme applicant","All","200","45","0.226","0"
"2023","21 - 24","Scotland","Female","Main scheme applicant","All","130","40","0.295","0"
"2019","25 - 29","Scotland","Female","Main scheme applicant","All","160","45","0.278","0"
"2020","25 - 29","Scotland","Female","Main scheme applicant","All","205","55","0.266","0"
"2021","25 - 29","Scotland","Female","Main scheme applicant","All","275","55","0.197","0"
"2022","25 - 29","Scotland","Female","Main scheme applicant","All","185","40","0.219","0"
"2023","25 - 29","Scotland","Female","Main scheme applicant","All","125","40","0.304","0"
"2019","30 - 34","Scotland","Female","Main scheme applicant","All","115","25","0.23700000000000002","0"
"2020","30 - 34","Scotland","Female","Main scheme applicant","All","150","40","0.262","0"
"2021","30 - 34","Scotland","Female","Main scheme applicant","All","175","30","0.158","0"
"2022","30 - 34","Scotland","Female","Main scheme applicant","All","150","30","0.20700000000000002","0"
"2023","30 - 34","Scotland","Female","Main scheme applicant","All","110","40","0.339","0"
"2019","35 and over","Scotland","Female","Main scheme applicant","All","145","25","0.186","0"
"2020","35 and over","Scotland","Female","Main scheme applicant","All","155","45","0.274","0"
"2021","35 and over","Scotland","Female","Main scheme applicant","All","225","25","0.115","0"
"2022","35 and over","Scotland","Female","Main scheme applicant","All","185","40","0.228","0"
"2023","35 and over","Scotland","Female","Main scheme applicant","All","140","45","0.309","0"
"2019","18","Wales","Female","Main scheme applicant","All","105","25","0.24","0"
"2020","18","Wales","Female","Main scheme applicant","All","130","40","0.323","0"
"2021","18","Wales","Female","Main scheme applicant","All","200","55","0.273","0"
"2022","18","Wales","Female","Main scheme applicant","All","165","60","0.34700000000000003","0"
"2023","18","Wales","Female","Main scheme applicant","All","125","45","0.376","0"
"2019","19","Wales","Female","Main scheme applicant","All","65","15","0.254","0"
"2020","19","Wales","Female","Main scheme applicant","All","60","20","0.31","0"
"2021","19","Wales","Female","Main scheme applicant","All","90","15","0.178","0"
"2022","19","Wales","Female","Main scheme applicant","All","60","20","0.311","0"
"2023","19","Wales","Female","Main scheme applicant","All","40","5"," ","0"
"2019","20","Wales","Female","Main scheme applicant","All","30","5"," ","0"
"2020","20","Wales","Female","Main scheme applicant","All","30","5"," ","0"
"2021","20","Wales","Female","Main scheme applicant","All","45","10","0.227","0"
"2022","20","Wales","Female","Main scheme applicant","All","40","10"," ","0"
"2023","20","Wales","Female","Main scheme applicant","All","30","10","0.313","0"
"2019","21 - 24","Wales","Female","Main scheme applicant","All","130","50","0.364","0"
"2020","21 - 24","Wales","Female","Main scheme applicant","All","110","35","0.306","0"
"2021","21 - 24","Wales","Female","Main scheme applicant","All","135","30","0.226","0"
"2022","21 - 24","Wales","Female","Main scheme applicant","All","80","25","0.329","0"
"2023","21 - 24","Wales","Female","Main scheme applicant","All","75","35","0.446","0"
"2019","25 - 29","Wales","Female","Main scheme applicant","All","110","30","0.259","0"
"2020","25 - 29","Wales","Female","Main scheme applicant","All","110","40","0.376","0"
"2021","25 - 29","Wales","Female","Main scheme applicant","All","155","45","0.28200000000000003","0"
"2022","25 - 29","Wales","Female","Main scheme applicant","All","105","35","0.34900000000000003","0"
"2023","25 - 29","Wales","Female","Main scheme applicant","All","90","40","0.432","0"
"2019","30 - 34","Wales","Female","Main scheme applicant","All","90","25","0.275","0"
"2020","30 - 34","Wales","Female","Main scheme applicant","All","90","35","0.41100000000000003","0"
"2021","30 - 34","Wales","Female","Main scheme applicant","All","95","35","0.34","0"
"2022","30 - 34","Wales","Female","Main scheme applicant","All","90","30","0.326","0"
"2023","30 - 34","Wales","Female","Main scheme applicant","All","70","40","0.583","0"
"2019","35 and over","Wales","Female","Main scheme applicant","All","65","20","0.303","0"
"2020","35 and over","Wales","Female","Main scheme applicant","All","65","25","0.364","0"
"2021","35 and over","Wales","Female","Main scheme applicant","All","80","25","0.296","0"
"2022","35 and over","Wales","Female","Main scheme applicant","All","65","30","0.463","0"
"2023","35 and over","Wales","Female","Main scheme applicant","All","60","30","0.516","0"
"2019","17 and under","Not EU","Female","Main scheme applicant","All","5","0"," ","0"
"2020","17 and under","Not EU","Female","Main scheme applicant","All","5","0"," ","0"
"2023","17 and under","Not EU","Female","Main scheme applicant","All","5","0"," ","0"
"2019","18","Not EU","Female","Main scheme applicant","All","20","0"," ","0"
"2020","18","Not EU","Female","Main scheme applicant","All","20","5"," ","0"
"2021","18","Not EU","Female","Main scheme applicant","All","15","5"," ","0"
"2022","18","Not EU","Female","Main scheme applicant","All","25","5"," ","0"
"2023","18","Not EU","Female","Main scheme applicant","All","15","0"," ","0"
"2019","19","Not EU","Female","Main scheme applicant","All","15","0"," ","0"
"2020","19","Not EU","Female","Main scheme applicant","All","5","0"," ","0"
"2021","19","Not EU","Female","Main scheme applicant","All","15","0"," ","0"
"2022","19","Not EU","Female","Main scheme applicant","All","15","0"," ","0"
"2023","19","Not EU","Female","Main scheme applicant","All","10","0"," ","0"
"2019","20","Not EU","Female","Main scheme applicant","All","5","0"," ","0"
"2020","20","Not EU","Female","Main scheme applicant","All","5","0"," ","0"
"2021","20","Not EU","Female","Main scheme applicant","All","5","0"," ","0"
"2022","20","Not EU","Female","Main scheme applicant","All","5","0"," ","0"
