"Year","Deferred entry","Age group","Domicile","Gender","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2010","All","18","England","All","1044425","734610","0.7030000000000001"
"2011","All","18","England","All","1059135","728200","0.6880000000000001"
"2012","All","18","England","All","1011055","726855","0.719"
"2013","All","18","England","All","1018450","772130","0.758"
"2014","All","18","England","All","1050260","808480","0.77"
"2015","All","18","England","All","1092485","850470","0.778"
"2016","All","18","England","All","1104100","866740","0.785"
"2017","All","18","England","All","1109635","883345","0.796"
"2018","All","18","England","All","1089890","874905","0.803"
"2019","All","18","England","All","1106560","889155","0.804"
"2020","All","18","England","All","1136840","915655","0.805"
"2021","All","18","England","All","1267850","1003310","0.791"
"2022","All","18","England","All","1349885","1006015","0.745"
"2023","All","18","England","All","1330440","1018700","0.766"
"2006","All","19","England","All","257945","164665","0.638"
"2007","All","19","England","All","321465","205085","0.638"
"2008","All","19","England","All","304460","196870","0.647"
"2009","All","19","England","All","333240","210315","0.631"
"2010","All","19","England","All","392425","228305","0.582"
"2011","All","19","England","All","422995","242335","0.5730000000000001"
"2012","All","19","England","All","342200","207910","0.608"
"2013","All","19","England","All","383155","250740","0.654"
"2014","All","19","England","All","392460","260910","0.665"
"2015","All","19","England","All","396735","270775","0.683"
"2016","All","19","England","All","393160","269800","0.686"
"2017","All","19","England","All","364365","255445","0.7010000000000001"
"2018","All","19","England","All","338705","240355","0.71"
"2019","All","19","England","All","325620","232220","0.713"
"2020","All","19","England","All","304250","216290","0.711"
"2021","All","19","England","All","304470","211630","0.6950000000000001"
"2022","All","19","England","All","320275","207900","0.649"
"2023","All","19","England","All","316820","208250","0.657"
"2006","All","20","England","All","86315","50735","0.588"
"2007","All","20","England","All","95870","55625","0.58"
"2008","All","20","England","All","103800","60280","0.581"
"2009","All","20","England","All","113020","62800","0.556"
"2010","All","20","England","All","132895","65515","0.493"
"2011","All","20","England","All","142590","67510","0.47300000000000003"
"2012","All","20","England","All","119510","59820","0.501"
"2013","All","20","England","All","118945","65615","0.552"
"2014","All","20","England","All","128420","71860","0.56"
"2015","All","20","England","All","122665","69490","0.5670000000000001"
"2016","All","20","England","All","118090","67740","0.5740000000000001"
"2017","All","20","England","All","111275","67375","0.605"
"2018","All","20","England","All","103890","64740","0.623"
"2019","All","20","England","All","99980","63630","0.636"
"2020","All","20","England","All","101260","65530","0.647"
"2021","All","20","England","All","101125","64320","0.636"
"2022","All","20","England","All","99470","59120","0.594"
"2023","All","20","England","All","98480","59530","0.605"
"2006","All","21 - 24","England","All","112700","55860","0.496"
"2007","All","21 - 24","England","All","125090","61040","0.488"
"2008","All","21 - 24","England","All","131200","64200","0.489"
"2009","All","21 - 24","England","All","154575","71185","0.461"
"2010","All","21 - 24","England","All","188225","74130","0.394"
"2011","All","21 - 24","England","All","197420","73890","0.374"
"2012","All","21 - 24","England","All","171455","65590","0.383"
"2013","All","21 - 24","England","All","173595","73225","0.422"
"2014","All","21 - 24","England","All","182040","78170","0.429"
"2015","All","21 - 24","England","All","173205","78355","0.452"
"2016","All","21 - 24","England","All","163880","74825","0.457"
"2017","All","21 - 24","England","All","143900","71475","0.497"
"2018","All","21 - 24","England","All","134385","70575","0.525"
"2019","All","21 - 24","England","All","127670","68735","0.538"
"2020","All","21 - 24","England","All","130850","72790","0.556"
"2021","All","21 - 24","England","All","142590","74710","0.524"
"2022","All","21 - 24","England","All","134455","64405","0.47900000000000004"
"2023","All","21 - 24","England","All","118800","57575","0.485"
"2006","All","25 - 29","England","All","46900","20830","0.444"
"2007","All","25 - 29","England","All","49535","22140","0.447"
"2008","All","25 - 29","England","All","54480","24565","0.451"
"2009","All","25 - 29","England","All","65145","27390","0.42"
"2010","All","25 - 29","England","All","84200","29155","0.34600000000000003"
"2011","All","25 - 29","England","All","87895","27840","0.317"
"2012","All","25 - 29","England","All","77730","24875","0.32"
"2013","All","25 - 29","England","All","78555","27265","0.34700000000000003"
"2014","All","25 - 29","England","All","82875","29945","0.361"
"2015","All","25 - 29","England","All","79175","30550","0.386"
"2016","All","25 - 29","England","All","77625","29765","0.383"
"2017","All","25 - 29","England","All","62840","27450","0.437"
"2018","All","25 - 29","England","All","55700","26870","0.482"
"2019","All","25 - 29","England","All","54005","26630","0.493"
"2020","All","25 - 29","England","All","56215","29300","0.521"
"2021","All","25 - 29","England","All","64910","31085","0.47900000000000004"
"2022","All","25 - 29","England","All","54895","24940","0.454"
"2023","All","25 - 29","England","All","44600","20055","0.45"
"2006","All","30 - 34","England","All","24675","10900","0.442"
"2007","All","30 - 34","England","All","24360","10575","0.434"
"2008","All","30 - 34","England","All","27760","12220","0.44"
"2009","All","30 - 34","England","All","34830","14185","0.40700000000000003"
"2010","All","30 - 34","England","All","45850","15060","0.328"
"2011","All","30 - 34","England","All","50780","15170","0.299"
"2012","All","30 - 34","England","All","45660","13395","0.293"
"2013","All","30 - 34","England","All","43995","14175","0.322"
"2014","All","30 - 34","England","All","45825","15445","0.337"
"2015","All","30 - 34","England","All","42760","15445","0.361"
"2016","All","30 - 34","England","All","42255","15075","0.357"
"2017","All","30 - 34","England","All","32860","13840","0.421"
"2018","All","30 - 34","England","All","29455","13965","0.47400000000000003"
"2019","All","30 - 34","England","All","27880","13950","0.5"
"2020","All","30 - 34","England","All","31265","16105","0.515"
"2021","All","30 - 34","England","All","36805","17685","0.48"
"2022","All","30 - 34","England","All","32915","14960","0.454"
"2023","All","30 - 34","England","All","26980","12225","0.453"
"2006","All","35 and over","England","All","34920","16600","0.47500000000000003"
"2007","All","35 and over","England","All","35815","16745","0.467"
"2008","All","35 and over","England","All","43195","20010","0.463"
"2009","All","35 and over","England","All","53445","22570","0.422"
"2010","All","35 and over","England","All","71855","23265","0.324"
"2011","All","35 and over","England","All","77180","22510","0.292"
"2012","All","35 and over","England","All","69710","20160","0.289"
"2013","All","35 and over","England","All","65960","20430","0.31"
"2014","All","35 and over","England","All","72260","22865","0.316"
"2015","All","35 and over","England","All","70540","23130","0.328"
"2016","All","35 and over","England","All","73470","24215","0.33"
"2017","All","35 and over","England","All","59065","22435","0.38"
"2018","All","35 and over","England","All","52075","23630","0.454"
"2019","All","35 and over","England","All","52100","24360","0.468"
"2020","All","35 and over","England","All","61285","29195","0.47600000000000003"
"2021","All","35 and over","England","All","68615","30270","0.441"
"2022","All","35 and over","England","All","64915","27155","0.418"
"2023","All","35 and over","England","All","61790","26830","0.434"
"2006","All","17 and under","Scotland","All","4700","3565","0.759"
"2007","All","17 and under","Scotland","All","4705","3640","0.773"
"2008","All","17 and under","Scotland","All","3765","2935","0.78"
"2009","All","17 and under","Scotland","All","3740","2850","0.762"
"2010","All","17 and under","Scotland","All","3670","2440","0.665"
"2011","All","17 and under","Scotland","All","3600","2280","0.633"
"2012","All","17 and under","Scotland","All","3200","2085","0.652"
"2013","All","17 and under","Scotland","All","2680","1695","0.633"
"2014","All","17 and under","Scotland","All","2730","1740","0.638"
"2015","All","17 and under","Scotland","All","2770","1820","0.656"
"2016","All","17 and under","Scotland","All","3030","1905","0.628"
"2017","All","17 and under","Scotland","All","3155","2015","0.639"
"2018","All","17 and under","Scotland","All","3080","2065","0.671"
"2019","All","17 and under","Scotland","All","3130","2115","0.676"
"2020","All","17 and under","Scotland","All","3305","2190","0.663"
"2021","All","17 and under","Scotland","All","3905","2275","0.583"
"2022","All","17 and under","Scotland","All","4335","2565","0.592"
"2023","All","17 and under","Scotland","All","3890","2570","0.66"
"2006","All","18","Scotland","All","87630","64990","0.742"
"2007","All","18","Scotland","All","84375","62165","0.737"
"2008","All","18","Scotland","All","75955","57385","0.755"
"2009","All","18","Scotland","All","77715","59030","0.76"
"2010","All","18","Scotland","All","86750","55705","0.642"
"2011","All","18","Scotland","All","87235","49740","0.5700000000000001"
"2012","All","18","Scotland","All","86610","51920","0.599"
"2013","All","18","Scotland","All","86535","52205","0.603"
"2014","All","18","Scotland","All","89100","56045","0.629"
"2015","All","18","Scotland","All","90365","55275","0.612"
"2016","All","18","Scotland","All","89445","53380","0.597"
"2017","All","18","Scotland","All","87425","54135","0.619"
"2018","All","18","Scotland","All","84425","53260","0.631"
"2019","All","18","Scotland","All","81495","52945","0.65"
"2020","All","18","Scotland","All","79490","53820","0.677"
"2021","All","18","Scotland","All","93370","59620","0.639"
"2022","All","18","Scotland","All","95970","61590","0.642"
"2023","All","18","Scotland","All","91730","63490","0.6920000000000001"
"2006","All","19","Scotland","All","16135","10165","0.63"
"2007","All","19","Scotland","All","17525","11000","0.628"
"2008","All","19","Scotland","All","15210","10120","0.665"
"2009","All","19","Scotland","All","16895","10995","0.651"
"2010","All","19","Scotland","All","21240","11410","0.537"
"2011","All","19","Scotland","All","23540","11240","0.47700000000000004"
"2012","All","19","Scotland","All","24440","12260","0.502"
"2013","All","19","Scotland","All","23565","12090","0.513"
"2014","All","19","Scotland","All","23815","12610","0.529"
"2015","All","19","Scotland","All","24685","12810","0.519"
"2016","All","19","Scotland","All","25930","13695","0.528"
"2017","All","19","Scotland","All","25605","13870","0.542"
"2018","All","19","Scotland","All","26000","14650","0.5630000000000001"
"2019","All","19","Scotland","All","24565","14180","0.577"
"2020","All","19","Scotland","All","23245","13730","0.591"
"2021","All","19","Scotland","All","25960","14710","0.5670000000000001"
"2022","All","19","Scotland","All","26285","15050","0.5730000000000001"
"2023","All","19","Scotland","All","25950","15950","0.615"
"2006","All","20","Scotland","All","8510","4985","0.586"
"2007","All","20","Scotland","All","9535","5555","0.583"
"2008","All","20","Scotland","All","8930","5485","0.614"
"2009","All","20","Scotland","All","9380","5645","0.602"
"2010","All","20","Scotland","All","11855","5730","0.483"
"2011","All","20","Scotland","All","13670","5645","0.41300000000000003"
"2012","All","20","Scotland","All","14085","6215","0.441"
"2013","All","20","Scotland","All","15480","6950","0.449"
"2014","All","20","Scotland","All","15720","7185","0.457"
"2015","All","20","Scotland","All","15785","7195","0.456"
"2016","All","20","Scotland","All","16090","7340","0.456"
"2017","All","20","Scotland","All","16560","7765","0.46900000000000003"
"2018","All","20","Scotland","All","16075","8050","0.501"
"2019","All","20","Scotland","All","14460","7260","0.502"
"2020","All","20","Scotland","All","13345","6980","0.523"
"2021","All","20","Scotland","All","14580","7235","0.496"
"2022","All","20","Scotland","All","12755","6525","0.512"
"2023","All","20","Scotland","All","11925","6695","0.561"
"2006","All","21 - 24","Scotland","All","13215","7345","0.556"
"2007","All","21 - 24","Scotland","All","14710","8170","0.555"
"2008","All","21 - 24","Scotland","All","14595","8660","0.593"
"2009","All","21 - 24","Scotland","All","15485","8910","0.5750000000000001"
"2010","All","21 - 24","Scotland","All","19955","8800","0.441"
"2011","All","21 - 24","Scotland","All","22690","8975","0.395"
"2012","All","21 - 24","Scotland","All","23230","9240","0.398"
"2013","All","21 - 24","Scotland","All","24985","10290","0.41200000000000003"
"2014","All","21 - 24","Scotland","All","26270","10725","0.40800000000000003"
"2015","All","21 - 24","Scotland","All","31680","11780","0.372"
"2016","All","21 - 24","Scotland","All","32245","12430","0.385"
"2017","All","21 - 24","Scotland","All","31925","12970","0.406"
"2018","All","21 - 24","Scotland","All","32235","13425","0.417"
"2019","All","21 - 24","Scotland","All","31120","13495","0.434"
"2020","All","21 - 24","Scotland","All","31095","13645","0.439"
"2021","All","21 - 24","Scotland","All","33395","13415","0.402"
"2022","All","21 - 24","Scotland","All","27610","11890","0.431"
"2023","All","21 - 24","Scotland","All","24775","11860","0.47900000000000004"
"2006","All","25 - 29","Scotland","All","5395","3015","0.559"
"2007","All","25 - 29","Scotland","All","5935","3400","0.5730000000000001"
"2008","All","25 - 29","Scotland","All","5845","3280","0.562"
"2009","All","25 - 29","Scotland","All","6655","3900","0.586"
"2010","All","25 - 29","Scotland","All","9495","4075","0.429"
"2011","All","25 - 29","Scotland","All","10240","4025","0.393"
"2012","All","25 - 29","Scotland","All","9995","3970","0.397"
"2013","All","25 - 29","Scotland","All","10180","4090","0.402"
