"Year","Achieved BTEC Extended diploma points","Ethnic group","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2018","6 points (DDM)","All","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2020","6 points (DDM)","All","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2021","6 points (DDM)","All","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2010","7 points (DDD)","All","Not main scheme applicant","Not main scheme application","45","45","0.9570000000000001","10"
"2011","7 points (DDD)","All","Not main scheme applicant","Not main scheme application","60","60","0.968","10"
"2017","7 points (DDD)","All","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2021","7 points (DDD)","All","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2017","8 points (D*DD)","All","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2020","8 points (D*DD)","All","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2021","8 points (D*DD)","All","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2017","9 points (D*D*D)","All","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2018","9 points (D*D*D)","All","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2021","9 points (D*D*D)","All","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2017","10 points (D*D*D*)","All","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2018","10 points (D*D*D*)","All","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2020","10 points (D*D*D*)","All","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2021","10 points (D*D*D*)","All","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2010","1 point (PPP)","All","Main scheme applicant","Not main scheme application","145","105","0.707","0"
"2011","1 point (PPP)","All","Main scheme applicant","Not main scheme application","150","105","0.7000000000000001","0"
"2012","1 point (PPP)","All","Main scheme applicant","Not main scheme application","160","115","0.736","0"
"2013","1 point (PPP)","All","Main scheme applicant","Not main scheme application","150","115","0.772","0"
"2014","1 point (PPP)","All","Main scheme applicant","Not main scheme application","165","145","0.88","0"
"2015","1 point (PPP)","All","Main scheme applicant","Not main scheme application","155","130","0.844","0"
"2016","1 point (PPP)","All","Main scheme applicant","Not main scheme application","110","90","0.836","0"
"2017","1 point (PPP)","All","Main scheme applicant","Not main scheme application","90","80","0.87","0"
"2018","1 point (PPP)","All","Main scheme applicant","Not main scheme application","80","75","0.915","0"
"2019","1 point (PPP)","All","Main scheme applicant","Not main scheme application","70","60","0.845","0"
"2020","1 point (PPP)","All","Main scheme applicant","Not main scheme application","100","90","0.898","0"
"2021","1 point (PPP)","All","Main scheme applicant","Not main scheme application","160","145","0.918","0"
"2022","1 point (PPP)","All","Main scheme applicant","Not main scheme application","120","100","0.85","0"
"2023","1 point (PPP)","All","Main scheme applicant","Not main scheme application","140","120","0.871","0"
"2010","2 points (MPP)","All","Main scheme applicant","Not main scheme application","180","110","0.62","0"
"2011","2 points (MPP)","All","Main scheme applicant","Not main scheme application","135","85","0.634","0"
"2012","2 points (MPP)","All","Main scheme applicant","Not main scheme application","180","140","0.779","0"
"2013","2 points (MPP)","All","Main scheme applicant","Not main scheme application","145","115","0.789","0"
"2014","2 points (MPP)","All","Main scheme applicant","Not main scheme application","165","140","0.848","0"
"2015","2 points (MPP)","All","Main scheme applicant","Not main scheme application","185","160","0.885","0"
"2016","2 points (MPP)","All","Main scheme applicant","Not main scheme application","135","120","0.889","0"
"2017","2 points (MPP)","All","Main scheme applicant","Not main scheme application","85","75","0.885","0"
"2018","2 points (MPP)","All","Main scheme applicant","Not main scheme application","95","85","0.865","0"
"2019","2 points (MPP)","All","Main scheme applicant","Not main scheme application","95","80","0.845","0"
"2020","2 points (MPP)","All","Main scheme applicant","Not main scheme application","110","100","0.91","0"
"2021","2 points (MPP)","All","Main scheme applicant","Not main scheme application","165","155","0.927","0"
"2022","2 points (MPP)","All","Main scheme applicant","Not main scheme application","190","165","0.849","0"
"2023","2 points (MPP)","All","Main scheme applicant","Not main scheme application","215","200","0.921","0"
"2010","3 points (MMP)","All","Main scheme applicant","Not main scheme application","175","140","0.798","0"
"2011","3 points (MMP)","All","Main scheme applicant","Not main scheme application","190","135","0.704","0"
"2012","3 points (MMP)","All","Main scheme applicant","Not main scheme application","160","135","0.8310000000000001","0"
"2013","3 points (MMP)","All","Main scheme applicant","Not main scheme application","170","140","0.8210000000000001","0"
"2014","3 points (MMP)","All","Main scheme applicant","Not main scheme application","185","160","0.854","0"
"2015","3 points (MMP)","All","Main scheme applicant","Not main scheme application","170","150","0.865","0"
"2016","3 points (MMP)","All","Main scheme applicant","Not main scheme application","180","150","0.84","0"
"2017","3 points (MMP)","All","Main scheme applicant","Not main scheme application","120","110","0.902","0"
"2018","3 points (MMP)","All","Main scheme applicant","Not main scheme application","120","110","0.9410000000000001","0"
"2019","3 points (MMP)","All","Main scheme applicant","Not main scheme application","125","115","0.9510000000000001","0"
"2020","3 points (MMP)","All","Main scheme applicant","Not main scheme application","145","130","0.904","0"
"2021","3 points (MMP)","All","Main scheme applicant","Not main scheme application","130","110","0.862","0"
"2022","3 points (MMP)","All","Main scheme applicant","Not main scheme application","205","175","0.863","0"
"2023","3 points (MMP)","All","Main scheme applicant","Not main scheme application","205","190","0.913","0"
"2010","4 points (MMM)","All","Main scheme applicant","Not main scheme application","220","175","0.799","0"
"2011","4 points (MMM)","All","Main scheme applicant","Not main scheme application","230","175","0.763","0"
"2012","4 points (MMM)","All","Main scheme applicant","Not main scheme application","255","210","0.8300000000000001","0"
"2013","4 points (MMM)","All","Main scheme applicant","Not main scheme application","225","190","0.8280000000000001","0"
"2014","4 points (MMM)","All","Main scheme applicant","Not main scheme application","185","155","0.852","0"
"2015","4 points (MMM)","All","Main scheme applicant","Not main scheme application","215","185","0.874","0"
"2016","4 points (MMM)","All","Main scheme applicant","Not main scheme application","200","180","0.891","0"
"2017","4 points (MMM)","All","Main scheme applicant","Not main scheme application","150","135","0.882","0"
"2018","4 points (MMM)","All","Main scheme applicant","Not main scheme application","150","135","0.899","0"
"2019","4 points (MMM)","All","Main scheme applicant","Not main scheme application","175","160","0.926","0"
"2020","4 points (MMM)","All","Main scheme applicant","Not main scheme application","200","185","0.93","0"
"2021","4 points (MMM)","All","Main scheme applicant","Not main scheme application","250","230","0.912","0"
"2022","4 points (MMM)","All","Main scheme applicant","Not main scheme application","290","270","0.918","0"
"2023","4 points (MMM)","All","Main scheme applicant","Not main scheme application","285","270","0.937","0"
"2010","5 points (DMM)","All","Main scheme applicant","Not main scheme application","210","170","0.808","0"
"2011","5 points (DMM)","All","Main scheme applicant","Not main scheme application","255","200","0.791","0"
"2012","5 points (DMM)","All","Main scheme applicant","Not main scheme application","270","215","0.794","0"
"2013","5 points (DMM)","All","Main scheme applicant","Not main scheme application","250","210","0.833","0"
"2014","5 points (DMM)","All","Main scheme applicant","Not main scheme application","245","205","0.8290000000000001","0"
"2015","5 points (DMM)","All","Main scheme applicant","Not main scheme application","250","205","0.8210000000000001","0"
"2016","5 points (DMM)","All","Main scheme applicant","Not main scheme application","235","200","0.852","0"
"2017","5 points (DMM)","All","Main scheme applicant","Not main scheme application","210","185","0.877","0"
"2018","5 points (DMM)","All","Main scheme applicant","Not main scheme application","210","195","0.919","0"
"2019","5 points (DMM)","All","Main scheme applicant","Not main scheme application","220","195","0.886","0"
"2020","5 points (DMM)","All","Main scheme applicant","Not main scheme application","220","210","0.9410000000000001","0"
"2021","5 points (DMM)","All","Main scheme applicant","Not main scheme application","265","235","0.894","0"
"2022","5 points (DMM)","All","Main scheme applicant","Not main scheme application","345","305","0.883","0"
"2023","5 points (DMM)","All","Main scheme applicant","Not main scheme application","325","300","0.923","0"
"2010","6 points (DDM)","All","Main scheme applicant","Not main scheme application","165","120","0.73","0"
"2011","6 points (DDM)","All","Main scheme applicant","Not main scheme application","220","160","0.726","0"
"2012","6 points (DDM)","All","Main scheme applicant","Not main scheme application","230","180","0.777","0"
"2013","6 points (DDM)","All","Main scheme applicant","Not main scheme application","235","185","0.803","0"
"2014","6 points (DDM)","All","Main scheme applicant","Not main scheme application","250","190","0.762","0"
"2015","6 points (DDM)","All","Main scheme applicant","Not main scheme application","275","230","0.8260000000000001","0"
"2016","6 points (DDM)","All","Main scheme applicant","Not main scheme application","295","250","0.838","0"
"2017","6 points (DDM)","All","Main scheme applicant","Not main scheme application","240","215","0.895","0"
"2018","6 points (DDM)","All","Main scheme applicant","Not main scheme application","230","205","0.9","0"
"2019","6 points (DDM)","All","Main scheme applicant","Not main scheme application","245","230","0.9390000000000001","0"
"2020","6 points (DDM)","All","Main scheme applicant","Not main scheme application","235","220","0.924","0"
