"Year","Qualification group","POLAR4 Quintile","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2018","BTEC Only","Quintile 2","Main scheme applicant","All","12795","10520","0.8220000000000001","0"
"2019","BTEC Only","Quintile 2","Main scheme applicant","All","11885","9805","0.8250000000000001","0"
"2020","BTEC Only","Quintile 2","Main scheme applicant","All","11925","10075","0.845","0"
"2021","BTEC Only","Quintile 2","Main scheme applicant","All","12630","10085","0.799","0"
"2022","BTEC Only","Quintile 2","Main scheme applicant","All","11495","8940","0.777","0"
"2023","BTEC Only","Quintile 2","Main scheme applicant","All","10175","7965","0.783","0"
"2008","A level & BTEC","Quintile 2","Main scheme applicant","All","375","300","0.807","0"
"2009","A level & BTEC","Quintile 2","Main scheme applicant","All","685","575","0.842","0"
"2010","A level & BTEC","Quintile 2","Main scheme applicant","All","985","760","0.772","0"
"2011","A level & BTEC","Quintile 2","Main scheme applicant","All","1385","1050","0.759","0"
"2012","A level & BTEC","Quintile 2","Main scheme applicant","All","4815","4005","0.8320000000000001","0"
"2013","A level & BTEC","Quintile 2","Main scheme applicant","All","5855","4950","0.846","0"
"2014","A level & BTEC","Quintile 2","Main scheme applicant","All","7020","5965","0.85","0"
"2015","A level & BTEC","Quintile 2","Main scheme applicant","All","7945","6795","0.855","0"
"2016","A level & BTEC","Quintile 2","Main scheme applicant","All","7640","6530","0.854","0"
"2017","A level & BTEC","Quintile 2","Main scheme applicant","All","6760","5825","0.862","0"
"2018","A level & BTEC","Quintile 2","Main scheme applicant","All","5855","5050","0.863","0"
"2019","A level & BTEC","Quintile 2","Main scheme applicant","All","5770","4975","0.863","0"
"2020","A level & BTEC","Quintile 2","Main scheme applicant","All","6065","5360","0.884","0"
"2021","A level & BTEC","Quintile 2","Main scheme applicant","All","6465","5600","0.866","0"
"2022","A level & BTEC","Quintile 2","Main scheme applicant","All","6260","5345","0.853","0"
"2023","A level & BTEC","Quintile 2","Main scheme applicant","All","5565","4600","0.8260000000000001","0"
"2008","SQA Only","Quintile 2","Main scheme applicant","All","2750","1985","0.722","0"
"2009","SQA Only","Quintile 2","Main scheme applicant","All","2940","2140","0.727","0"
"2010","SQA Only","Quintile 2","Main scheme applicant","All","3675","2430","0.661","0"
"2011","SQA Only","Quintile 2","Main scheme applicant","All","3695","2330","0.63","0"
"2012","SQA Only","Quintile 2","Main scheme applicant","All","3645","2315","0.635","0"
"2013","SQA Only","Quintile 2","Main scheme applicant","All","3835","2505","0.653","0"
"2014","SQA Only","Quintile 2","Main scheme applicant","All","4105","2745","0.669","0"
"2015","SQA Only","Quintile 2","Main scheme applicant","All","4615","3020","0.654","0"
"2016","SQA Only","Quintile 2","Main scheme applicant","All","4745","3055","0.643","0"
"2017","SQA Only","Quintile 2","Main scheme applicant","All","4820","3260","0.676","0"
"2018","SQA Only","Quintile 2","Main scheme applicant","All","4820","3400","0.705","0"
"2019","SQA Only","Quintile 2","Main scheme applicant","All","4750","3360","0.708","0"
"2020","SQA Only","Quintile 2","Main scheme applicant","All","4720","3525","0.747","0"
"2021","SQA Only","Quintile 2","Main scheme applicant","All","5295","3730","0.705","0"
"2022","SQA Only","Quintile 2","Main scheme applicant","All","4855","3455","0.712","0"
"2023","SQA Only","Quintile 2","Main scheme applicant","All","4555","3425","0.752","0"
"2008","IB Only","Quintile 2","Main scheme applicant","All","125","115","0.898","0"
"2009","IB Only","Quintile 2","Main scheme applicant","All","195","165","0.856","0"
"2010","IB Only","Quintile 2","Main scheme applicant","All","320","250","0.788","0"
"2011","IB Only","Quintile 2","Main scheme applicant","All","375","300","0.801","0"
"2012","IB Only","Quintile 2","Main scheme applicant","All","355","295","0.833","0"
"2013","IB Only","Quintile 2","Main scheme applicant","All","320","260","0.811","0"
"2014","IB Only","Quintile 2","Main scheme applicant","All","315","250","0.785","0"
"2015","IB Only","Quintile 2","Main scheme applicant","All","355","305","0.859","0"
"2016","IB Only","Quintile 2","Main scheme applicant","All","310","270","0.862","0"
"2017","IB Only","Quintile 2","Main scheme applicant","All","355","305","0.862","0"
"2018","IB Only","Quintile 2","Main scheme applicant","All","330","295","0.902","0"
"2019","IB Only","Quintile 2","Main scheme applicant","All","330","285","0.872","0"
"2020","IB Only","Quintile 2","Main scheme applicant","All","330","290","0.876","0"
"2021","IB Only","Quintile 2","Main scheme applicant","All","335","285","0.848","0"
"2022","IB Only","Quintile 2","Main scheme applicant","All","410","345","0.841","0"
"2023","IB Only","Quintile 2","Main scheme applicant","All","385","320","0.8310000000000001","0"
"2008","A level & WB","Quintile 2","Main scheme applicant","All","145","135","0.918","0"
"2009","A level & WB","Quintile 2","Main scheme applicant","All","365","340","0.934","0"
"2010","A level & WB","Quintile 2","Main scheme applicant","All","675","575","0.856","0"
"2011","A level & WB","Quintile 2","Main scheme applicant","All","1090","950","0.869","0"
"2012","A level & WB","Quintile 2","Main scheme applicant","All","1230","1080","0.878","0"
"2013","A level & WB","Quintile 2","Main scheme applicant","All","1230","1100","0.893","0"
"2014","A level & WB","Quintile 2","Main scheme applicant","All","1305","1150","0.88","0"
"2015","A level & WB","Quintile 2","Main scheme applicant","All","1270","1135","0.891","0"
"2016","A level & WB","Quintile 2","Main scheme applicant","All","1375","1235","0.897","0"
"2017","A level & WB","Quintile 2","Main scheme applicant","All","1270","1165","0.915","0"
"2018","A level & WB","Quintile 2","Main scheme applicant","All","1255","1130","0.902","0"
"2019","A level & WB","Quintile 2","Main scheme applicant","All","1255","1140","0.907","0"
"2020","A level & WB","Quintile 2","Main scheme applicant","All","1180","1095","0.928","0"
"2021","A level & WB","Quintile 2","Main scheme applicant","All","1420","1280","0.902","0"
"2022","A level & WB","Quintile 2","Main scheme applicant","All","1400","1220","0.873","0"
"2023","A level & WB","Quintile 2","Main scheme applicant","All","1305","1170","0.898","0"
"2013","Cambridge Technicals only","Quintile 2","Main scheme applicant","All","5","5"," ","0"
"2014","Cambridge Technicals only","Quintile 2","Main scheme applicant","All","100","70","0.6900000000000001","0"
"2015","Cambridge Technicals only","Quintile 2","Main scheme applicant","All","175","135","0.776","0"
"2016","Cambridge Technicals only","Quintile 2","Main scheme applicant","All","275","205","0.74","0"
"2017","Cambridge Technicals only","Quintile 2","Main scheme applicant","All","405","325","0.796","0"
"2018","Cambridge Technicals only","Quintile 2","Main scheme applicant","All","505","415","0.8200000000000001","0"
"2019","Cambridge Technicals only","Quintile 2","Main scheme applicant","All","675","565","0.839","0"
"2020","Cambridge Technicals only","Quintile 2","Main scheme applicant","All","810","675","0.8290000000000001","0"
"2021","Cambridge Technicals only","Quintile 2","Main scheme applicant","All","810","655","0.8130000000000001","0"
"2022","Cambridge Technicals only","Quintile 2","Main scheme applicant","All","950","725","0.762","0"
"2023","Cambridge Technicals only","Quintile 2","Main scheme applicant","All","960","740","0.771","0"
"2009","Access to HE only","Quintile 2","Main scheme applicant","All","270","185","0.6930000000000001","0"
"2010","Access to HE only","Quintile 2","Main scheme applicant","All","240","165","0.6970000000000001","0"
"2011","Access to HE only","Quintile 2","Main scheme applicant","All","75","55","0.6970000000000001","0"
"2012","Access to HE only","Quintile 2","Main scheme applicant","All","385","265","0.6920000000000001","0"
"2013","Access to HE only","Quintile 2","Main scheme applicant","All","4115","3025","0.735","0"
"2014","Access to HE only","Quintile 2","Main scheme applicant","All","4540","3420","0.754","0"
"2015","Access to HE only","Quintile 2","Main scheme applicant","All","4325","3285","0.759","0"
"2016","Access to HE only","Quintile 2","Main scheme applicant","All","4590","3370","0.735","0"
"2017","Access to HE only","Quintile 2","Main scheme applicant","All","4445","3505","0.789","0"
"2018","Access to HE only","Quintile 2","Main scheme applicant","All","4120","3390","0.8230000000000001","0"
"2019","Access to HE only","Quintile 2","Main scheme applicant","All","4130","3430","0.8300000000000001","0"
"2020","Access to HE only","Quintile 2","Main scheme applicant","All","4690","3915","0.834","0"
"2021","Access to HE only","Quintile 2","Main scheme applicant","All","4700","3750","0.797","0"
"2022","Access to HE only","Quintile 2","Main scheme applicant","All","4450","3395","0.763","0"
"2023","Access to HE only","Quintile 2","Main scheme applicant","All","3950","3015","0.763","0"
"2013","A level & Cambridge Technicals","Quintile 2","Main scheme applicant","All","30","25","0.867","0"
"2014","A level & Cambridge Technicals","Quintile 2","Main scheme applicant","All","340","285","0.847","0"
"2015","A level & Cambridge Technicals","Quintile 2","Main scheme applicant","All","530","455","0.856","0"
"2016","A level & Cambridge Technicals","Quintile 2","Main scheme applicant","All","685","600","0.876","0"
"2017","A level & Cambridge Technicals","Quintile 2","Main scheme applicant","All","725","655","0.901","0"
"2018","A level & Cambridge Technicals","Quintile 2","Main scheme applicant","All","830","725","0.869","0"
"2019","A level & Cambridge Technicals","Quintile 2","Main scheme applicant","All","1120","980","0.873","0"
"2020","A level & Cambridge Technicals","Quintile 2","Main scheme applicant","All","1235","1115","0.901","0"
"2021","A level & Cambridge Technicals","Quintile 2","Main scheme applicant","All","1275","1110","0.871","0"
"2022","A level & Cambridge Technicals","Quintile 2","Main scheme applicant","All","1455","1225","0.839","0"
"2023","A level & Cambridge Technicals","Quintile 2","Main scheme applicant","All","1490","1250","0.841","0"
"2008","Other","Quintile 2","Main scheme applicant","All","32410","23050","0.711","0"
"2009","Other","Quintile 2","Main scheme applicant","All","37570","25910","0.6900000000000001","0"
"2010","Other","Quintile 2","Main scheme applicant","All","43355","26365","0.608","0"
"2011","Other","Quintile 2","Main scheme applicant","All","42475","26115","0.615","0"
"2012","Other","Quintile 2","Main scheme applicant","All","26355","15405","0.584","0"
"2013","Other","Quintile 2","Main scheme applicant","All","22905","13925","0.608","0"
"2014","Other","Quintile 2","Main scheme applicant","All","23180","14015","0.605","0"
"2015","Other","Quintile 2","Main scheme applicant","All","22860","14240","0.623","0"
"2016","Other","Quintile 2","Main scheme applicant","All","22910","14585","0.637","0"
"2017","Other","Quintile 2","Main scheme applicant","All","21280","14550","0.684","0"
"2018","Other","Quintile 2","Main scheme applicant","All","21685","15140","0.6980000000000001","0"
"2019","Other","Quintile 2","Main scheme applicant","All","22490","15915","0.708","0"
"2020","Other","Quintile 2","Main scheme applicant","All","22730","16970","0.747","0"
"2021","Other","Quintile 2","Main scheme applicant","All","25365","17685","0.6970000000000001","0"
"2022","Other","Quintile 2","Main scheme applicant","All","26655","18100","0.679","0"
"2023","Other","Quintile 2","Main scheme applicant","All","26940","18025","0.669","0"
"2008","A level Only (With extended project)","Quintile 3","Main scheme applicant","All","110","100","0.935","0"
"2009","A level Only (With extended project)","Quintile 3","Main scheme applicant","All","500","450","0.904","0"
"2010","A level Only (With extended project)","Quintile 3","Main scheme applicant","All","1935","1710","0.884","0"
"2011","A level Only (With extended project)","Quintile 3","Main scheme applicant","All","3245","2935","0.904","0"
"2012","A level Only (With extended project)","Quintile 3","Main scheme applicant","All","3805","3395","0.892","0"
"2013","A level Only (With extended project)","Quintile 3","Main scheme applicant","All","4575","4110","0.899","0"
"2014","A level Only (With extended project)","Quintile 3","Main scheme applicant","All","5235","4675","0.893","0"
"2015","A level Only (With extended project)","Quintile 3","Main scheme applicant","All","5595","5090","0.91","0"
"2016","A level Only (With extended project)","Quintile 3","Main scheme applicant","All","5650","5125","0.907","0"
