"Year","Deferred entry","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate"
"2014","All","35 and over","EU (excluding UK)","All","All","All","325","125","0.39"
"2015","All","35 and over","EU (excluding UK)","All","All","All","345","130","0.384"
"2016","All","35 and over","EU (excluding UK)","All","All","All","340","140","0.41200000000000003"
"2017","All","35 and over","EU (excluding UK)","All","All","All","270","120","0.444"
"2018","All","35 and over","EU (excluding UK)","All","All","All","360","225","0.616"
"2019","All","35 and over","EU (excluding UK)","All","All","All","340","200","0.584"
"2020","All","35 and over","EU (excluding UK)","All","All","All","455","315","0.6910000000000001"
"2021","All","35 and over","EU (excluding UK)","All","All","All","1070","955","0.895"
"2022","All","35 and over","EU (excluding UK)","All","All","All","150","50","0.327"
"2023","All","35 and over","EU (excluding UK)","All","All","All","130","45","0.333"
"2006","Not deferred","All","Northern Ireland","All","All","All","16935","11930","0.705"
"2007","Not deferred","All","Northern Ireland","All","All","All","16845","12600","0.748"
"2008","Not deferred","All","Northern Ireland","All","All","All","16775","12950","0.772"
"2009","Not deferred","All","Northern Ireland","All","All","All","17435","13125","0.753"
"2010","Not deferred","All","Northern Ireland","All","All","All","19255","13050","0.678"
"2011","Not deferred","All","Northern Ireland","All","All","All","20030","13560","0.677"
"2012","Not deferred","All","Northern Ireland","All","All","All","19170","12945","0.675"
"2013","Not deferred","All","Northern Ireland","All","All","All","20320","14160","0.6970000000000001"
"2014","Not deferred","All","Northern Ireland","All","All","All","20320","14000","0.6890000000000001"
"2015","Not deferred","All","Northern Ireland","All","All","All","20780","13625","0.656"
"2016","Not deferred","All","Northern Ireland","All","All","All","21045","14315","0.68"
"2017","Not deferred","All","Northern Ireland","All","All","All","20325","13815","0.68"
"2018","Not deferred","All","Northern Ireland","All","All","All","19335","13575","0.7020000000000001"
"2019","Not deferred","All","Northern Ireland","All","All","All","18595","13325","0.716"
"2020","Not deferred","All","Northern Ireland","All","All","All","18380","14375","0.782"
"2021","Not deferred","All","Northern Ireland","All","All","All","19485","14395","0.739"
"2022","Not deferred","All","Northern Ireland","All","All","All","18635","13280","0.713"
"2023","Not deferred","All","Northern Ireland","All","All","All","17820","12535","0.704"
"2006","Deferred","All","Northern Ireland","All","All","All","735","455","0.619"
"2007","Deferred","All","Northern Ireland","All","All","All","625","405","0.647"
"2008","Deferred","All","Northern Ireland","All","All","All","785","480","0.614"
"2009","Deferred","All","Northern Ireland","All","All","All","830","475","0.5740000000000001"
"2010","Deferred","All","Northern Ireland","All","All","All","905","460","0.507"
"2011","Deferred","All","Northern Ireland","All","All","All","610","230","0.378"
"2012","Deferred","All","Northern Ireland","All","All","All","595","340","0.5720000000000001"
"2013","Deferred","All","Northern Ireland","All","All","All","675","395","0.584"
"2014","Deferred","All","Northern Ireland","All","All","All","765","455","0.592"
"2015","Deferred","All","Northern Ireland","All","All","All","745","420","0.5670000000000001"
"2016","Deferred","All","Northern Ireland","All","All","All","910","480","0.531"
"2017","Deferred","All","Northern Ireland","All","All","All","930","555","0.598"
"2018","Deferred","All","Northern Ireland","All","All","All","865","550","0.635"
"2019","Deferred","All","Northern Ireland","All","All","All","885","580","0.654"
"2020","Deferred","All","Northern Ireland","All","All","All","975","685","0.7030000000000001"
"2021","Deferred","All","Northern Ireland","All","All","All","920","595","0.647"
"2022","Deferred","All","Northern Ireland","All","All","All","965","500","0.518"
"2023","Deferred","All","Northern Ireland","All","All","All","930","490","0.529"
"2006","Not deferred","All","England","All","All","All","334400","265340","0.793"
"2007","Not deferred","All","England","All","All","All","356850","282965","0.793"
"2008","Not deferred","All","England","All","All","All","399755","318080","0.796"
"2009","Not deferred","All","England","All","All","All","435195","335030","0.77"
"2010","Not deferred","All","England","All","All","All","471875","335890","0.712"
"2011","Not deferred","All","England","All","All","All","483960","358250","0.74"
"2012","Not deferred","All","England","All","All","All","437940","323555","0.739"
"2013","Not deferred","All","England","All","All","All","455525","347655","0.763"
"2014","Not deferred","All","England","All","All","All","472690","360930","0.764"
"2015","Not deferred","All","England","All","All","All","478530","371520","0.776"
"2016","Not deferred","All","England","All","All","All","476485","371045","0.779"
"2017","Not deferred","All","England","All","All","All","460010","366230","0.796"
"2018","Not deferred","All","England","All","All","All","451765","363645","0.805"
"2019","Not deferred","All","England","All","All","All","458095","370610","0.809"
"2020","Not deferred","All","England","All","All","All","468720","384670","0.8210000000000001"
"2021","Not deferred","All","England","All","All","All","491215","387925","0.79"
"2022","Not deferred","All","England","All","All","All","505875","393140","0.777"
"2023","Not deferred","All","England","All","All","All","499075","386415","0.774"
"2006","Deferred","All","England","All","All","All","32200","22690","0.705"
"2007","Deferred","All","England","All","All","All","32890","22820","0.6940000000000001"
"2008","Deferred","All","England","All","All","All","35335","24360","0.6890000000000001"
"2009","Deferred","All","England","All","All","All","36590","24095","0.658"
"2010","Deferred","All","England","All","All","All","39255","23110","0.589"
"2011","Deferred","All","England","All","All","All","20410","8900","0.436"
"2012","Deferred","All","England","All","All","All","30920","19195","0.621"
"2013","Deferred","All","England","All","All","All","30325","20245","0.668"
"2014","Deferred","All","England","All","All","All","32670","21585","0.661"
"2015","Deferred","All","England","All","All","All","33605","22860","0.68"
"2016","Deferred","All","England","All","All","All","34705","23250","0.67"
"2017","Deferred","All","England","All","All","All","34945","25140","0.719"
"2018","Deferred","All","England","All","All","All","33100","24380","0.737"
"2019","Deferred","All","England","All","All","All","32950","24270","0.737"
"2020","Deferred","All","England","All","All","All","36250","27085","0.747"
"2021","Deferred","All","England","All","All","All","39590","29455","0.744"
"2022","Deferred","All","England","All","All","All","37170","24945","0.671"
"2023","Deferred","All","England","All","All","All","39750","27605","0.6940000000000001"
"2006","Not deferred","All","Scotland","All","All","All","33960","25325","0.746"
"2007","Not deferred","All","Scotland","All","All","All","34055","25775","0.757"
"2008","Not deferred","All","Scotland","All","All","All","36455","27855","0.764"
"2009","Not deferred","All","Scotland","All","All","All","38510","29565","0.768"
"2010","Not deferred","All","Scotland","All","All","All","44725","30750","0.6880000000000001"
"2011","Not deferred","All","Scotland","All","All","All","44880","29760","0.663"
"2012","Not deferred","All","Scotland","All","All","All","44090","29910","0.678"
"2013","Not deferred","All","Scotland","All","All","All","44795","30600","0.683"
"2014","Not deferred","All","Scotland","All","All","All","43880","29340","0.669"
"2015","Not deferred","All","Scotland","All","All","All","50205","33690","0.671"
"2016","Not deferred","All","Scotland","All","All","All","51290","34595","0.674"
"2017","Not deferred","All","Scotland","All","All","All","50800","35295","0.6950000000000001"
"2018","Not deferred","All","Scotland","All","All","All","50725","35800","0.706"
"2019","Not deferred","All","Scotland","All","All","All","48960","34515","0.705"
"2020","Not deferred","All","Scotland","All","All","All","50000","37320","0.746"
"2021","Not deferred","All","Scotland","All","All","All","54110","37800","0.6990000000000001"
"2022","Not deferred","All","Scotland","All","All","All","49900","35980","0.721"
"2023","Not deferred","All","Scotland","All","All","All","46905","35570","0.758"
"2006","Deferred","All","Scotland","All","All","All","2180","1480","0.678"
"2007","Deferred","All","Scotland","All","All","All","2110","1445","0.685"
"2008","Deferred","All","Scotland","All","All","All","2360","1535","0.65"
"2009","Deferred","All","Scotland","All","All","All","2230","1465","0.657"
"2010","Deferred","All","Scotland","All","All","All","2765","1500","0.542"
"2011","Deferred","All","Scotland","All","All","All","2115","1040","0.492"
"2012","Deferred","All","Scotland","All","All","All","1865","990","0.53"
"2013","Deferred","All","Scotland","All","All","All","1655","900","0.544"
"2014","Deferred","All","Scotland","All","All","All","1805","980","0.543"
"2015","Deferred","All","Scotland","All","All","All","2235","1085","0.485"
"2016","Deferred","All","Scotland","All","All","All","2215","1075","0.486"
"2017","Deferred","All","Scotland","All","All","All","2325","1240","0.534"
"2018","Deferred","All","Scotland","All","All","All","2125","1305","0.615"
"2019","Deferred","All","Scotland","All","All","All","1965","1210","0.615"
"2020","Deferred","All","Scotland","All","All","All","1850","1190","0.643"
"2021","Deferred","All","Scotland","All","All","All","2195","1500","0.684"
"2022","Deferred","All","Scotland","All","All","All","2285","1335","0.585"
"2023","Deferred","All","Scotland","All","All","All","2200","1270","0.577"
"2006","Not deferred","All","Wales","All","All","All","20580","16275","0.791"
"2007","Not deferred","All","Wales","All","All","All","20645","16520","0.8"
"2008","Not deferred","All","Wales","All","All","All","21895","17680","0.807"
"2009","Not deferred","All","Wales","All","All","All","24045","19340","0.804"
"2010","Not deferred","All","Wales","All","All","All","24155","17860","0.739"
"2011","Not deferred","All","Wales","All","All","All","24465","17800","0.727"
"2012","Not deferred","All","Wales","All","All","All","24410","18710","0.767"
"2013","Not deferred","All","Wales","All","All","All","24125","18960","0.786"
"2014","Not deferred","All","Wales","All","All","All","24535","19425","0.792"
"2015","Not deferred","All","Wales","All","All","All","24635","19705","0.8"
"2016","Not deferred","All","Wales","All","All","All","24835","19950","0.803"
"2017","Not deferred","All","Wales","All","All","All","24160","19920","0.8250000000000001"
"2018","Not deferred","All","Wales","All","All","All","23370","19180","0.8210000000000001"
"2019","Not deferred","All","Wales","All","All","All","23230","18975","0.8170000000000001"
"2020","Not deferred","All","Wales","All","All","All","23000","19000","0.8260000000000001"
"2021","Not deferred","All","Wales","All","All","All","24510","19330","0.789"
"2022","Not deferred","All","Wales","All","All","All","24960","19215","0.77"
"2023","Not deferred","All","Wales","All","All","All","22810","18010","0.79"
"2006","Deferred","All","Wales","All","All","All","1310","875","0.668"
"2007","Deferred","All","Wales","All","All","All","1240","845","0.683"
"2008","Deferred","All","Wales","All","All","All","1375","915","0.666"
"2009","Deferred","All","Wales","All","All","All","1355","855","0.633"
"2010","Deferred","All","Wales","All","All","All","1485","815","0.548"
"2011","Deferred","All","Wales","All","All","All","1070","530","0.495"
"2012","Deferred","All","Wales","All","All","All","1065","595","0.561"
"2013","Deferred","All","Wales","All","All","All","1105","700","0.635"
"2014","Deferred","All","Wales","All","All","All","1150","740","0.643"
"2015","Deferred","All","Wales","All","All","All","1245","805","0.648"
"2016","Deferred","All","Wales","All","All","All","1210","765","0.632"
"2017","Deferred","All","Wales","All","All","All","1115","745","0.67"
"2018","Deferred","All","Wales","All","All","All","1180","855","0.722"
"2019","Deferred","All","Wales","All","All","All","1195","855","0.718"
"2020","Deferred","All","Wales","All","All","All","1365","1070","0.784"
"2021","Deferred","All","Wales","All","All","All","1385","1010","0.728"
"2022","Deferred","All","Wales","All","All","All","1515","960","0.634"
"2023","Deferred","All","Wales","All","All","All","1540","995","0.647"
"2006","Not deferred","All","Not EU","All","All","All","43890","26605","0.606"
"2007","Not deferred","All","Not EU","All","All","All","46680","27815","0.596"
"2008","Not deferred","All","Not EU","All","All","All","51235","29715","0.58"
"2009","Not deferred","All","Not EU","All","All","All","55675","32340","0.581"
"2010","Not deferred","All","Not EU","All","All","All","62995","36410","0.578"
"2011","Not deferred","All","Not EU","All","All","All","61530","33890","0.551"
"2012","Not deferred","All","Not EU","All","All","All","65525","33775","0.515"
"2013","Not deferred","All","Not EU","All","All","All","68765","35675","0.519"
