"Year","Domicile UK International","Domicile","Domicile named country","Age group","Gender","Registered for Clearing Plus","Placed at provider of interest through Clearing Plus","Placed on course of interest through Clearing Plus"
"2023","International","Not EU","Burma (Myanmar)","All","All","5","0","0"
"2020","International","Not EU","Cambodia","All","All","5","0","0"
"2023","International","Not EU","Cambodia","All","All","5","5","0"
"2020","International","Not EU","Cameroon","All","All","5","0","0"
"2021","International","Not EU","Cameroon","All","All","5","0","0"
"2022","International","Not EU","Cameroon","All","All","10","0","0"
"2023","International","Not EU","Cameroon","All","All","10","0","0"
"2020","International","Not EU","Canada","All","All","10","5","0"
"2021","International","Not EU","Canada","All","All","15","5","5"
"2022","International","Not EU","Canada","All","All","10","0","0"
"2023","International","Not EU","Canada","All","All","20","0","0"
"2020","International","Not EU","Sri Lanka","All","All","10","5","0"
"2021","International","Not EU","Sri Lanka","All","All","10","0","0"
"2022","International","Not EU","Sri Lanka","All","All","15","0","0"
"2023","International","Not EU","Sri Lanka","All","All","20","0","0"
"2020","International","Not EU","China","All","All","435","85","40"
"2021","International","Not EU","China","All","All","220","55","30"
"2022","International","Not EU","China","All","All","160","30","20"
"2023","International","Not EU","China","All","All","225","60","50"
"2023","International","Not EU","Congo (Democratic Republic)","All","All","5","0","0"
"2023","International","Not EU","Ethiopia","All","All","5","0","0"
"2020","International","Not EU","Taiwan","All","All","5","0","0"
"2021","International","Not EU","Taiwan","All","All","5","0","0"
"2022","International","Not EU","Taiwan","All","All","5","0","0"
"2023","International","Not EU","Taiwan","All","All","5","0","0"
"2020","International","Not EU","Gambia","All","All","5","0","0"
"2021","International","Not EU","Gambia","All","All","5","0","0"
"2023","International","Not EU","Gambia","All","All","5","0","0"
"2020","International","Not EU","Ghana","All","All","25","0","0"
"2021","International","Not EU","Ghana","All","All","35","5","0"
"2022","International","Not EU","Ghana","All","All","50","0","0"
"2023","International","Not EU","Ghana","All","All","55","0","0"
"2020","International","Not EU","Gibraltar","All","All","10","5","5"
"2021","International","Not EU","Gibraltar","All","All","5","0","0"
"2022","International","Not EU","Gibraltar","All","All","10","0","0"
"2023","International","Not EU","Gibraltar","All","All","10","10","5"
"2020","International","Not EU","Hong Kong","All","All","150","40","25"
"2021","International","Not EU","Hong Kong","All","All","105","30","20"
"2022","International","Not EU","Hong Kong","All","All","55","20","10"
"2023","International","Not EU","Hong Kong","All","All","80","15","10"
"2020","International","Not EU","India","All","All","135","30","20"
"2021","International","Not EU","India","All","All","135","20","15"
"2022","International","Not EU","India","All","All","195","30","20"
"2023","International","Not EU","India","All","All","165","15","10"
"2020","International","Not EU","Indonesia","All","All","20","5","5"
"2021","International","Not EU","Indonesia","All","All","5","5","0"
"2022","International","Not EU","Indonesia","All","All","10","0","0"
"2023","International","Not EU","Indonesia","All","All","10","5","5"
"2020","International","Not EU","Iran, Islamic Republic of","All","All","10","0","0"
"2021","International","Not EU","Iran, Islamic Republic of","All","All","10","0","0"
"2022","International","Not EU","Iran, Islamic Republic of","All","All","15","0","0"
"2023","International","Not EU","Iran, Islamic Republic of","All","All","20","5","5"
"2022","International","Not EU","Iraq","All","All","5","0","0"
"2023","International","Not EU","Iraq","All","All","5","0","0"
"2023","International","Not EU","Israel","All","All","5","0","0"
"2022","International","Not EU","Ivory Coast (Cote d'Ivoire)","All","All","5","0","0"
"2023","International","Not EU","Ivory Coast (Cote d'Ivoire)","All","All","5","0","0"
"2022","International","Not EU","Jamaica","All","All","5","0","0"
"2023","International","Not EU","Jamaica","All","All","5","0","0"
"2020","International","Not EU","Japan","All","All","10","5","5"
"2021","International","Not EU","Japan","All","All","5","5","0"
"2022","International","Not EU","Japan","All","All","5","0","0"
"2023","International","Not EU","Japan","All","All","5","0","0"
"2020","International","Not EU","Jordan","All","All","15","5","5"
"2021","International","Not EU","Jordan","All","All","5","5","0"
"2022","International","Not EU","Jordan","All","All","10","5","5"
"2023","International","Not EU","Jordan","All","All","10","5","5"
"2020","International","Not EU","Kenya","All","All","20","5","5"
"2021","International","Not EU","Kenya","All","All","15","0","0"
"2022","International","Not EU","Kenya","All","All","30","5","5"
"2023","International","Not EU","Kenya","All","All","30","5","5"
"2020","International","Not EU","Korea, Republic of","All","All","30","5","5"
"2021","International","Not EU","Korea, Republic of","All","All","10","0","0"
"2022","International","Not EU","Korea, Republic of","All","All","15","5","0"
"2023","International","Not EU","Korea, Republic of","All","All","10","0","0"
"2020","International","Not EU","Kuwait","All","All","10","5","5"
"2021","International","Not EU","Kuwait","All","All","5","0","0"
"2022","International","Not EU","Kuwait","All","All","10","0","0"
"2023","International","Not EU","Kuwait","All","All","15","0","0"
"2020","International","Not EU","Lebanon","All","All","10","0","0"
"2021","International","Not EU","Lebanon","All","All","5","0","0"
"2022","International","Not EU","Lebanon","All","All","5","0","0"
"2023","International","Not EU","Lebanon","All","All","5","0","0"
"2023","International","Not EU","Lesotho","All","All","5","0","0"
"2023","International","Not EU","Libya","All","All","5","0","0"
"2020","International","Not EU","Macao","All","All","5","0","0"
"2021","International","Not EU","Macao","All","All","5","0","0"
"2022","International","Not EU","Macao","All","All","5","0","0"
"2020","International","Not EU","Malawi","All","All","5","0","0"
"2021","International","Not EU","Malawi","All","All","5","5","5"
"2022","International","Not EU","Malawi","All","All","5","0","0"
"2023","International","Not EU","Malawi","All","All","5","0","0"
"2020","International","Not EU","Malaysia","All","All","80","20","10"
"2021","International","Not EU","Malaysia","All","All","90","30","25"
"2022","International","Not EU","Malaysia","All","All","55","15","10"
"2023","International","Not EU","Malaysia","All","All","45","10","5"
"2020","International","Not EU","Mauritius","All","All","5","0","0"
"2022","International","Not EU","Mauritius","All","All","5","0","0"
"2023","International","Not EU","Mauritius","All","All","5","0","0"
"2020","International","Not EU","Mexico","All","All","5","0","0"
"2022","International","Not EU","Mexico","All","All","5","0","0"
"2020","International","Not EU","Mongolia","All","All","5","0","0"
"2020","International","Not EU","Morocco","All","All","5","0","0"
"2021","International","Not EU","Morocco","All","All","5","0","0"
"2022","International","Not EU","Morocco","All","All","10","0","0"
"2023","International","Not EU","Morocco","All","All","15","0","0"
"2023","International","Not EU","Mozambique","All","All","5","0","0"
"2020","International","Not EU","Oman","All","All","20","5","5"
"2021","International","Not EU","Oman","All","All","15","0","0"
"2022","International","Not EU","Oman","All","All","10","0","0"
"2023","International","Not EU","Oman","All","All","15","5","5"
"2020","International","Not EU","Nepal","All","All","5","0","0"
"2021","International","Not EU","Nepal","All","All","10","0","0"
"2022","International","Not EU","Nepal","All","All","5","0","0"
"2023","International","Not EU","Nepal","All","All","5","0","0"
"2023","International","Not EU","New Zealand","All","All","5","0","0"
"2020","International","Not EU","Nigeria","All","All","90","15","10"
"2021","International","Not EU","Nigeria","All","All","180","15","10"
"2022","International","Not EU","Nigeria","All","All","300","15","10"
"2023","International","Not EU","Nigeria","All","All","165","10","5"
"2020","International","Not EU","Norway","All","All","20","5","0"
"2021","International","Not EU","Norway","All","All","10","5","5"
"2022","International","Not EU","Norway","All","All","5","0","0"
"2023","International","Not EU","Norway","All","All","5","0","0"
"2020","International","Not EU","Pakistan","All","All","70","10","5"
"2021","International","Not EU","Pakistan","All","All","100","25","20"
"2022","International","Not EU","Pakistan","All","All","70","15","10"
"2023","International","Not EU","Pakistan","All","All","80","10","5"
"2020","International","Not EU","Philippines","All","All","5","0","0"
"2021","International","Not EU","Philippines","All","All","5","0","0"
"2022","International","Not EU","Philippines","All","All","5","0","0"
"2020","International","Not EU","Qatar","All","All","5","0","0"
"2021","International","Not EU","Qatar","All","All","10","0","0"
"2022","International","Not EU","Qatar","All","All","15","5","5"
"2023","International","Not EU","Qatar","All","All","15","0","0"
"2020","International","Not EU","Zimbabwe","All","All","30","5","0"
"2021","International","Not EU","Zimbabwe","All","All","45","0","0"
"2022","International","Not EU","Zimbabwe","All","All","15","0","0"
"2023","International","Not EU","Zimbabwe","All","All","15","0","0"
"2023","International","Not EU","Rwanda","All","All","5","0","0"
"2020","International","Not EU","Saudi Arabia","All","All","40","5","5"
"2021","International","Not EU","Saudi Arabia","All","All","25","5","0"
"2022","International","Not EU","Saudi Arabia","All","All","40","5","5"
"2023","International","Not EU","Saudi Arabia","All","All","70","5","0"
"2020","International","Not EU","Sierra Leone","All","All","5","0","0"
"2021","International","Not EU","Sierra Leone","All","All","10","5","0"
"2023","International","Not EU","Sierra Leone","All","All","5","0","0"
"2020","International","Not EU","Singapore","All","All","25","5","5"
"2021","International","Not EU","Singapore","All","All","20","5","5"
"2022","International","Not EU","Singapore","All","All","20","5","5"
"2023","International","Not EU","Singapore","All","All","25","5","5"
"2020","International","Not EU","South Africa","All","All","15","5","0"
"2021","International","Not EU","South Africa","All","All","20","5","0"
"2022","International","Not EU","South Africa","All","All","35","5","0"
"2023","International","Not EU","South Africa","All","All","35","5","5"
"2021","International","Not EU","Sudan","All","All","5","0","0"
"2021","International","Not EU","Eswatini","All","All","5","0","0"
"2020","International","Not EU","Switzerland","All","All","20","5","5"
"2021","International","Not EU","Switzerland","All","All","5","5","5"
"2022","International","Not EU","Switzerland","All","All","5","0","0"
"2023","International","Not EU","Switzerland","All","All","20","10","10"
"2020","International","Not EU","Tanzania, United Republic of","All","All","5","5","5"
