"Year","Achieved BTEC Extended diploma points","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2021","1 point (PPP)","18","All","Male","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2010","2 points (MPP)","18","All","Male","Not main scheme applicant","Not main scheme application","20","20","1","0"
"2011","2 points (MPP)","18","All","Male","Not main scheme applicant","Not main scheme application","15","15","0.933","5"
"2010","3 points (MMP)","18","All","Male","Not main scheme applicant","Not main scheme application","15","15","1","0"
"2011","3 points (MMP)","18","All","Male","Not main scheme applicant","Not main scheme application","20","15","0.889","0"
"2020","3 points (MMP)","18","All","Male","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2010","4 points (MMM)","18","All","Male","Not main scheme applicant","Not main scheme application","20","20","0.9","5"
"2011","4 points (MMM)","18","All","Male","Not main scheme applicant","Not main scheme application","20","15","0.889","5"
"2010","5 points (DMM)","18","All","Male","Not main scheme applicant","Not main scheme application","10","10","0.909","5"
"2011","5 points (DMM)","18","All","Male","Not main scheme applicant","Not main scheme application","10","10","0.917","5"
"2010","6 points (DDM)","18","All","Male","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2011","6 points (DDM)","18","All","Male","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2017","6 points (DDM)","18","All","Male","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2021","6 points (DDM)","18","All","Male","Not main scheme applicant","Not main scheme application","5","0"," ","0"
"2010","7 points (DDD)","18","All","Male","Not main scheme applicant","Not main scheme application","25","25","1","5"
"2011","7 points (DDD)","18","All","Male","Not main scheme applicant","Not main scheme application","25","25","0.9580000000000001","5"
"2020","8 points (D*DD)","18","All","Male","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2017","9 points (D*D*D)","18","All","Male","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2021","10 points (D*D*D*)","18","All","Male","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2010","1 point (PPP)","18","All","Female","Main scheme applicant","Not main scheme application","60","30","0.534","0"
"2011","1 point (PPP)","18","All","Female","Main scheme applicant","Not main scheme application","55","35","0.6","0"
"2012","1 point (PPP)","18","All","Female","Main scheme applicant","Not main scheme application","75","45","0.5660000000000001","0"
"2013","1 point (PPP)","18","All","Female","Main scheme applicant","Not main scheme application","75","50","0.658","0"
"2014","1 point (PPP)","18","All","Female","Main scheme applicant","Not main scheme application","70","60","0.87","0"
"2015","1 point (PPP)","18","All","Female","Main scheme applicant","Not main scheme application","45","30","0.711","0"
"2016","1 point (PPP)","18","All","Female","Main scheme applicant","Not main scheme application","45","30","0.6890000000000001","0"
"2017","1 point (PPP)","18","All","Female","Main scheme applicant","Not main scheme application","25","20","0.8","0"
"2018","1 point (PPP)","18","All","Female","Main scheme applicant","Not main scheme application","30","25","0.867","0"
"2019","1 point (PPP)","18","All","Female","Main scheme applicant","Not main scheme application","30","25","0.839","0"
"2020","1 point (PPP)","18","All","Female","Main scheme applicant","Not main scheme application","35","35","0.919","0"
"2021","1 point (PPP)","18","All","Female","Main scheme applicant","Not main scheme application","75","60","0.849","0"
"2022","1 point (PPP)","18","All","Female","Main scheme applicant","Not main scheme application","50","45","0.9","0"
"2023","1 point (PPP)","18","All","Female","Main scheme applicant","Not main scheme application","60","50","0.8170000000000001","0"
"2010","2 points (MPP)","18","All","Female","Main scheme applicant","Not main scheme application","90","50","0.533","0"
"2011","2 points (MPP)","18","All","Female","Main scheme applicant","Not main scheme application","65","30","0.5","0"
"2012","2 points (MPP)","18","All","Female","Main scheme applicant","Not main scheme application","95","70","0.729","0"
"2013","2 points (MPP)","18","All","Female","Main scheme applicant","Not main scheme application","65","45","0.672","0"
"2014","2 points (MPP)","18","All","Female","Main scheme applicant","Not main scheme application","80","65","0.8130000000000001","0"
"2015","2 points (MPP)","18","All","Female","Main scheme applicant","Not main scheme application","85","70","0.8210000000000001","0"
"2016","2 points (MPP)","18","All","Female","Main scheme applicant","Not main scheme application","55","50","0.86","0"
"2017","2 points (MPP)","18","All","Female","Main scheme applicant","Not main scheme application","40","35","0.875","0"
"2018","2 points (MPP)","18","All","Female","Main scheme applicant","Not main scheme application","50","40","0.837","0"
"2019","2 points (MPP)","18","All","Female","Main scheme applicant","Not main scheme application","45","35","0.795","0"
"2020","2 points (MPP)","18","All","Female","Main scheme applicant","Not main scheme application","50","45","0.9400000000000001","0"
"2021","2 points (MPP)","18","All","Female","Main scheme applicant","Not main scheme application","80","75","0.902","0"
"2022","2 points (MPP)","18","All","Female","Main scheme applicant","Not main scheme application","80","65","0.788","0"
"2023","2 points (MPP)","18","All","Female","Main scheme applicant","Not main scheme application","90","85","0.9460000000000001","0"
"2010","3 points (MMP)","18","All","Female","Main scheme applicant","Not main scheme application","95","75","0.789","0"
"2011","3 points (MMP)","18","All","Female","Main scheme applicant","Not main scheme application","95","60","0.635","0"
"2012","3 points (MMP)","18","All","Female","Main scheme applicant","Not main scheme application","80","65","0.793","0"
"2013","3 points (MMP)","18","All","Female","Main scheme applicant","Not main scheme application","85","70","0.791","0"
"2014","3 points (MMP)","18","All","Female","Main scheme applicant","Not main scheme application","95","70","0.763","0"
"2015","3 points (MMP)","18","All","Female","Main scheme applicant","Not main scheme application","80","65","0.838","0"
"2016","3 points (MMP)","18","All","Female","Main scheme applicant","Not main scheme application","90","70","0.758","0"
"2017","3 points (MMP)","18","All","Female","Main scheme applicant","Not main scheme application","60","55","0.887","0"
"2018","3 points (MMP)","18","All","Female","Main scheme applicant","Not main scheme application","55","55","0.964","0"
"2019","3 points (MMP)","18","All","Female","Main scheme applicant","Not main scheme application","65","60","0.91","0"
"2020","3 points (MMP)","18","All","Female","Main scheme applicant","Not main scheme application","65","55","0.8310000000000001","0"
"2021","3 points (MMP)","18","All","Female","Main scheme applicant","Not main scheme application","55","45","0.8","0"
"2022","3 points (MMP)","18","All","Female","Main scheme applicant","Not main scheme application","105","90","0.8320000000000001","0"
"2023","3 points (MMP)","18","All","Female","Main scheme applicant","Not main scheme application","85","80","0.908","0"
"2010","4 points (MMM)","18","All","Female","Main scheme applicant","Not main scheme application","105","75","0.72","0"
"2011","4 points (MMM)","18","All","Female","Main scheme applicant","Not main scheme application","135","95","0.7010000000000001","0"
"2012","4 points (MMM)","18","All","Female","Main scheme applicant","Not main scheme application","140","115","0.796","0"
"2013","4 points (MMM)","18","All","Female","Main scheme applicant","Not main scheme application","125","90","0.734","0"
"2014","4 points (MMM)","18","All","Female","Main scheme applicant","Not main scheme application","95","80","0.8250000000000001","0"
"2015","4 points (MMM)","18","All","Female","Main scheme applicant","Not main scheme application","125","105","0.835","0"
"2016","4 points (MMM)","18","All","Female","Main scheme applicant","Not main scheme application","100","85","0.8300000000000001","0"
"2017","4 points (MMM)","18","All","Female","Main scheme applicant","Not main scheme application","75","65","0.8310000000000001","0"
"2018","4 points (MMM)","18","All","Female","Main scheme applicant","Not main scheme application","80","70","0.877","0"
"2019","4 points (MMM)","18","All","Female","Main scheme applicant","Not main scheme application","90","80","0.92","0"
"2020","4 points (MMM)","18","All","Female","Main scheme applicant","Not main scheme application","100","95","0.9410000000000001","0"
"2021","4 points (MMM)","18","All","Female","Main scheme applicant","Not main scheme application","140","125","0.899","0"
"2022","4 points (MMM)","18","All","Female","Main scheme applicant","Not main scheme application","145","130","0.889","0"
"2023","4 points (MMM)","18","All","Female","Main scheme applicant","Not main scheme application","145","135","0.9380000000000001","0"
