"Year","POLAR4 Quintile","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2007","Quintile 3","20","All","All","Main scheme applicant","Not main scheme application","435","400","0.915","0"
"2008","Quintile 3","20","All","All","Main scheme applicant","Not main scheme application","565","505","0.899","0"
"2009","Quintile 3","20","All","All","Main scheme applicant","Not main scheme application","630","510","0.807","0"
"2010","Quintile 3","20","All","All","Main scheme applicant","Not main scheme application","795","585","0.735","0"
"2011","Quintile 3","20","All","All","Main scheme applicant","Not main scheme application","920","660","0.717","0"
"2012","Quintile 3","20","All","All","Main scheme applicant","Not main scheme application","895","715","0.796","0"
"2013","Quintile 3","20","All","All","Main scheme applicant","Not main scheme application","855","665","0.778","0"
"2014","Quintile 3","20","All","All","Main scheme applicant","Not main scheme application","900","700","0.776","0"
"2015","Quintile 3","20","All","All","Main scheme applicant","Not main scheme application","855","690","0.809","0"
"2016","Quintile 3","20","All","All","Main scheme applicant","Not main scheme application","840","690","0.8220000000000001","0"
"2017","Quintile 3","20","All","All","Main scheme applicant","Not main scheme application","765","620","0.807","0"
"2018","Quintile 3","20","All","All","Main scheme applicant","Not main scheme application","655","555","0.85","0"
"2019","Quintile 3","20","All","All","Main scheme applicant","Not main scheme application","670","570","0.846","0"
"2020","Quintile 3","20","All","All","Main scheme applicant","Not main scheme application","600","515","0.862","0"
"2021","Quintile 3","20","All","All","Main scheme applicant","Not main scheme application","640","535","0.835","0"
"2022","Quintile 3","20","All","All","Main scheme applicant","Not main scheme application","650","515","0.793","0"
"2023","Quintile 3","20","All","All","Main scheme applicant","Not main scheme application","620","520","0.835","0"
"2006","Quintile 4","20","All","All","Main scheme applicant","Not main scheme application","530","490","0.923","0"
"2007","Quintile 4","20","All","All","Main scheme applicant","Not main scheme application","585","530","0.904","0"
"2008","Quintile 4","20","All","All","Main scheme applicant","Not main scheme application","750","675","0.9","0"
"2009","Quintile 4","20","All","All","Main scheme applicant","Not main scheme application","865","690","0.797","0"
"2010","Quintile 4","20","All","All","Main scheme applicant","Not main scheme application","1070","790","0.739","0"
"2011","Quintile 4","20","All","All","Main scheme applicant","Not main scheme application","1175","855","0.727","0"
"2012","Quintile 4","20","All","All","Main scheme applicant","Not main scheme application","1075","805","0.751","0"
"2013","Quintile 4","20","All","All","Main scheme applicant","Not main scheme application","970","790","0.812","0"
"2014","Quintile 4","20","All","All","Main scheme applicant","Not main scheme application","1075","875","0.8170000000000001","0"
"2015","Quintile 4","20","All","All","Main scheme applicant","Not main scheme application","1050","870","0.8290000000000001","0"
"2016","Quintile 4","20","All","All","Main scheme applicant","Not main scheme application","1015","840","0.8290000000000001","0"
"2017","Quintile 4","20","All","All","Main scheme applicant","Not main scheme application","870","725","0.833","0"
"2018","Quintile 4","20","All","All","Main scheme applicant","Not main scheme application","730","625","0.854","0"
"2019","Quintile 4","20","All","All","Main scheme applicant","Not main scheme application","740","630","0.849","0"
"2020","Quintile 4","20","All","All","Main scheme applicant","Not main scheme application","670","590","0.884","0"
"2021","Quintile 4","20","All","All","Main scheme applicant","Not main scheme application","650","520","0.803","0"
"2022","Quintile 4","20","All","All","Main scheme applicant","Not main scheme application","690","540","0.781","0"
"2023","Quintile 4","20","All","All","Main scheme applicant","Not main scheme application","675","565","0.835","0"
"2006","Quintile 5","20","All","All","Main scheme applicant","Not main scheme application","605","565","0.9390000000000001","0"
"2007","Quintile 5","20","All","All","Main scheme applicant","Not main scheme application","635","590","0.929","0"
"2008","Quintile 5","20","All","All","Main scheme applicant","Not main scheme application","780","720","0.922","0"
"2009","Quintile 5","20","All","All","Main scheme applicant","Not main scheme application","875","700","0.8","0"
"2010","Quintile 5","20","All","All","Main scheme applicant","Not main scheme application","1060","820","0.774","0"
"2011","Quintile 5","20","All","All","Main scheme applicant","Not main scheme application","1235","905","0.733","0"
"2012","Quintile 5","20","All","All","Main scheme applicant","Not main scheme application","1045","850","0.811","0"
"2013","Quintile 5","20","All","All","Main scheme applicant","Not main scheme application","980","805","0.8200000000000001","0"
"2014","Quintile 5","20","All","All","Main scheme applicant","Not main scheme application","1055","875","0.8300000000000001","0"
"2015","Quintile 5","20","All","All","Main scheme applicant","Not main scheme application","1020","840","0.8240000000000001","0"
"2016","Quintile 5","20","All","All","Main scheme applicant","Not main scheme application","1000","835","0.837","0"
"2017","Quintile 5","20","All","All","Main scheme applicant","Not main scheme application","870","735","0.848","0"
"2018","Quintile 5","20","All","All","Main scheme applicant","Not main scheme application","755","650","0.858","0"
"2019","Quintile 5","20","All","All","Main scheme applicant","Not main scheme application","770","650","0.845","0"
"2020","Quintile 5","20","All","All","Main scheme applicant","Not main scheme application","760","665","0.874","0"
"2021","Quintile 5","20","All","All","Main scheme applicant","Not main scheme application","690","575","0.834","0"
"2022","Quintile 5","20","All","All","Main scheme applicant","Not main scheme application","715","560","0.783","0"
"2023","Quintile 5","20","All","All","Main scheme applicant","Not main scheme application","750","620","0.8240000000000001","0"
"2006","Unknown","21 - 24","All","All","Main scheme applicant","Not main scheme application","55","45","0.87","0"
"2007","Unknown","21 - 24","All","All","Main scheme applicant","Not main scheme application","30","25","0.857","0"
"2008","Unknown","21 - 24","All","All","Main scheme applicant","Not main scheme application","60","50","0.847","0"
"2009","Unknown","21 - 24","All","All","Main scheme applicant","Not main scheme application","40","25","0.675","0"
"2010","Unknown","21 - 24","All","All","Main scheme applicant","Not main scheme application","30","15","0.406","0"
"2011","Unknown","21 - 24","All","All","Main scheme applicant","Not main scheme application","25","15","0.6","0"
"2012","Unknown","21 - 24","All","All","Main scheme applicant","Not main scheme application","30","20","0.677","0"
"2013","Unknown","21 - 24","All","All","Main scheme applicant","Not main scheme application","15","10","0.588","0"
"2014","Unknown","21 - 24","All","All","Main scheme applicant","Not main scheme application","25","15","0.667","0"
"2015","Unknown","21 - 24","All","All","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2016","Unknown","21 - 24","All","All","Main scheme applicant","Not main scheme application","10","10","0.833","0"
"2017","Unknown","21 - 24","All","All","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2018","Unknown","21 - 24","All","All","Main scheme applicant","Not main scheme application","15","10","0.714","0"
"2019","Unknown","21 - 24","All","All","Main scheme applicant","Not main scheme application","10","10"," ","0"
"2020","Unknown","21 - 24","All","All","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2021","Unknown","21 - 24","All","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2006","Quintile 1","21 - 24","All","All","Main scheme applicant","Not main scheme application","250","235","0.936","0"
"2007","Quintile 1","21 - 24","All","All","Main scheme applicant","Not main scheme application","335","305","0.916","0"
"2008","Quintile 1","21 - 24","All","All","Main scheme applicant","Not main scheme application","420","365","0.87","0"
"2009","Quintile 1","21 - 24","All","All","Main scheme applicant","Not main scheme application","520","390","0.753","0"
"2010","Quintile 1","21 - 24","All","All","Main scheme applicant","Not main scheme application","675","420","0.624","0"
"2011","Quintile 1","21 - 24","All","All","Main scheme applicant","Not main scheme application","900","540","0.598","0"
"2012","Quintile 1","21 - 24","All","All","Main scheme applicant","Not main scheme application","850","565","0.662","0"
"2013","Quintile 1","21 - 24","All","All","Main scheme applicant","Not main scheme application","810","540","0.663","0"
"2014","Quintile 1","21 - 24","All","All","Main scheme applicant","Not main scheme application","925","625","0.678","0"
"2015","Quintile 1","21 - 24","All","All","Main scheme applicant","Not main scheme application","840","595","0.711","0"
"2016","Quintile 1","21 - 24","All","All","Main scheme applicant","Not main scheme application","815","555","0.683","0"
"2017","Quintile 1","21 - 24","All","All","Main scheme applicant","Not main scheme application","710","525","0.739","0"
"2018","Quintile 1","21 - 24","All","All","Main scheme applicant","Not main scheme application","645","505","0.785","0"
"2019","Quintile 1","21 - 24","All","All","Main scheme applicant","Not main scheme application","555","415","0.75","0"
